BELGE_NO,TARIH,STOK_KODU,STOK_ADI,MIKTAR,BİRİM,BR_FIYAT,TOPLAM_FIYAT,CARI_ISIM
000000000000116,27.01.2026,OF00001230,EL FREZE BIÇAĞI 12 MM BİLYELİ KESME BOYU 20 MM SAP 6 MM,15.00,AD,925.53,"13,882.89",ANTESAN ANKARA TESTERE SAN.İTH.İHR.LTD.ŞTİ.
000000000000116,27.01.2026,OF00006049,CNC BIÇAK (D1 3X15X50 Z2 D2 6MM SAPLI) KARBÜR FREZE,10.00,AD,668.44,"6,684.35",ANTESAN ANKARA TESTERE SAN.İTH.İHR.LTD.ŞTİ.
000000000000116,27.01.2026,OF00006050,CNC BIÇAK (D1 4X20X50 Z2 D2 6MM SAPLI) KARBÜR FREZE,10.00,AD,668.44,"6,684.35",ANTESAN ANKARA TESTERE SAN.İTH.İHR.LTD.ŞTİ.
000000000000116,27.01.2026,OF00006345,CNC BIÇAK (D1 5X22X55 Z2 D2 6MM SAPLI) KARBÜR FREZE,10.00,AD,668.44,"6,684.35",ANTESAN ANKARA TESTERE SAN.İTH.İHR.LTD.ŞTİ.
000000000000116,27.01.2026,OF00006544,CNC BIÇAK (D1 6X22X55 Z2 D2 6MM SAPLI) KARBÜR FREZE,10.00,AD,668.44,"6,684.35",ANTESAN ANKARA TESTERE SAN.İTH.İHR.LTD.ŞTİ.
000000000000737,27.01.2026,MHT0000009,MUHTELİF HIRDAVAT,26.00,AD,125.00,"3,250.00",TUNELSAN ELEKTRONİK SAN.TİC.LTD.ŞTİ.
000000000000852,27.01.2026,MKN00000003,FAB.GENEL MAKİNA BAKIM SARF MAL.(ELEKTRİKLİ EL ALETLERİ),1.00,AD,665.00,665.00,TEZCAN ELEKTRİK BOBİNAJ İÇ VE DIŞ TİC.LTD.ŞTİ.
000000000001151,27.01.2026,MHT0000009,MUHTELİF HIRDAVAT,1.00,AD,"2,600.00","2,600.00",ANTESAN ANKARA TESTERE SAN.İTH.İHR.LTD.ŞTİ.
000000000000133,30.01.2026,MKN00000008,FAB.GENEL MAKİNA BAKIM SARF MAL.(GİYOTİN MAKİNASI),1.00,AD,"2,600.00","2,600.00",ORUÇ BİLEME MATBAA BIÇAK BİLEME SAN.LTD.ŞTİ.
000000000000236,30.01.2026,OF00001478,6205 ZZ / C3 RULMAN ORS,50.00,AD,98.50,"4,925.00",GÜRBÜZ RULMAN TİC.LTD.ŞTİ.
000000000000014,15.01.2026,MHT0000022,MUHTELİF BOYAHANE SARF MALZEME,2.00,AD,"16,353.00","32,706.00",SEMA COŞKUN-COŞKUN BOYA MAKİNE
000000000000014,15.01.2026,MHT0000022,MUHTELİF BOYAHANE SARF MALZEME,2.00,AD,"3,750.00","7,500.00",SEMA COŞKUN-COŞKUN BOYA MAKİNE
000000000000014,15.01.2026,MHT0000022,MUHTELİF BOYAHANE SARF MALZEME,3.00,AD,"3,450.00","10,350.00",SEMA COŞKUN-COŞKUN BOYA MAKİNE
000000000000014,15.01.2026,MHT0000022,MUHTELİF BOYAHANE SARF MALZEME,3.00,AD,645.00,"1,935.00",SEMA COŞKUN-COŞKUN BOYA MAKİNE
000000000000014,15.01.2026,MHT0000022,MUHTELİF BOYAHANE SARF MALZEME,1.00,AD,"3,540.00","3,540.00",SEMA COŞKUN-COŞKUN BOYA MAKİNE
000000000000014,15.01.2026,MHT0000022,MUHTELİF BOYAHANE SARF MALZEME,1.00,AD,"6,785.00","6,785.00",SEMA COŞKUN-COŞKUN BOYA MAKİNE
000000000000014,15.01.2026,MHT0000022,MUHTELİF BOYAHANE SARF MALZEME,3.00,AD,"4,500.00","13,500.00",SEMA COŞKUN-COŞKUN BOYA MAKİNE
000000000000222,19.01.2026,MHT0000009,MUHTELİF HIRDAVAT,1.00,AD,"1,248.36","1,248.36",MECTES HIRDAVAT MAKİNA SAN.VE TİC.LTD.ŞTİ.
000000000000028,27.01.2026,MKN00000002,FAB.GENEL MAKİNA BAKIM SARF MAL.(BOYAHANE BÖLÜMÜ),1.00,AD,"37,842.00","37,842.00",SEMA COŞKUN-COŞKUN BOYA MAKİNE
000000000000217,05.01.2026,OF00000641,VENTO MARKA SÜET CIRTLI S1 AYAKKABI (ÜRETİM İŞÇİ AYAKKABISI),5.00,AD,350.00,"1,750.00",ERGÜN MAKİNA VE HIRDAVAT TİC.LTD.ŞTİ.
000000000000217,05.01.2026,OF00000641,VENTO MARKA SÜET CIRTLI S1 AYAKKABI (ÜRETİM İŞÇİ AYAKKABISI),5.00,AD,350.00,"1,750.00",ERGÜN MAKİNA VE HIRDAVAT TİC.LTD.ŞTİ.
000000000000217,05.01.2026,OF00000641,VENTO MARKA SÜET CIRTLI S1 AYAKKABI (ÜRETİM İŞÇİ AYAKKABISI),5.00,AD,350.00,"1,750.00",ERGÜN MAKİNA VE HIRDAVAT TİC.LTD.ŞTİ.
000000000000217,05.01.2026,OF00000641,VENTO MARKA SÜET CIRTLI S1 AYAKKABI (ÜRETİM İŞÇİ AYAKKABISI),5.00,AD,350.00,"1,750.00",ERGÜN MAKİNA VE HIRDAVAT TİC.LTD.ŞTİ.
000000000000217,05.01.2026,OF00000641,VENTO MARKA SÜET CIRTLI S1 AYAKKABI (ÜRETİM İŞÇİ AYAKKABISI),5.00,AD,350.00,"1,750.00",ERGÜN MAKİNA VE HIRDAVAT TİC.LTD.ŞTİ.
000000000000217,05.01.2026,OF00000641,VENTO MARKA SÜET CIRTLI S1 AYAKKABI (ÜRETİM İŞÇİ AYAKKABISI),5.00,AD,350.00,"1,750.00",ERGÜN MAKİNA VE HIRDAVAT TİC.LTD.ŞTİ.
000000000000217,05.01.2026,OF00000641,VENTO MARKA SÜET CIRTLI S1 AYAKKABI (ÜRETİM İŞÇİ AYAKKABISI),5.00,AD,350.00,"1,750.00",ERGÜN MAKİNA VE HIRDAVAT TİC.LTD.ŞTİ.
000000000000044,13.01.2026,OF00000876,PANTOLON,2.00,AD,400.00,800.00,İRFAN ACUR-BARBES İŞ ELBİSELERİ
000000000000044,13.01.2026,OF00000876,PANTOLON,1.00,AD,400.00,400.00,İRFAN ACUR-BARBES İŞ ELBİSELERİ
000000000000044,13.01.2026,OF00001292,UZUN KOLLU SIFIR YAKA SWEET KIŞLIK XLARGE,5.00,AD,200.00,"1,000.00",İRFAN ACUR-BARBES İŞ ELBİSELERİ
000000000000044,13.01.2026,OF00001452,İŞ ELBİSESİ MONT KIŞLIK SOLENNE LOGOLU,2.00,AD,650.00,"1,300.00",İRFAN ACUR-BARBES İŞ ELBİSELERİ
000000000000044,13.01.2026,OF00001452,İŞ ELBİSESİ MONT KIŞLIK SOLENNE LOGOLU,1.00,AD,650.00,650.00,İRFAN ACUR-BARBES İŞ ELBİSELERİ
000000000000044,13.01.2026,OF00001452,İŞ ELBİSESİ MONT KIŞLIK SOLENNE LOGOLU,1.00,AD,650.00,650.00,İRFAN ACUR-BARBES İŞ ELBİSELERİ
000000000000044,13.01.2026,OF00001452,İŞ ELBİSESİ MONT KIŞLIK SOLENNE LOGOLU,3.00,AD,650.00,"1,950.00",İRFAN ACUR-BARBES İŞ ELBİSELERİ
000000000000044,13.01.2026,OF00001452,İŞ ELBİSESİ MONT KIŞLIK SOLENNE LOGOLU,1.00,AD,650.00,650.00,İRFAN ACUR-BARBES İŞ ELBİSELERİ
000000000000044,13.01.2026,OF00001452,İŞ ELBİSESİ MONT KIŞLIK SOLENNE LOGOLU,1.00,AD,650.00,650.00,İRFAN ACUR-BARBES İŞ ELBİSELERİ
000000000000044,13.01.2026,OF00004034,POLAR YELEK SOLENNE LOĞOLU,40.00,AD,580.00,"23,200.00",İRFAN ACUR-BARBES İŞ ELBİSELERİ
000000000000044,13.01.2026,OF00004034,POLAR YELEK SOLENNE LOĞOLU,40.00,AD,580.00,"23,200.00",İRFAN ACUR-BARBES İŞ ELBİSELERİ
000000000001501,15.01.2026,OF00000641,VENTO MARKA SÜET CIRTLI S1 AYAKKABI (ÜRETİM İŞÇİ AYAKKABISI),5.00,AD,"1,108.00","5,540.00",ASTEKNİK İŞ GÜVENLİĞİ SAN.TİC.LTD.ŞTİ.
000000000001501,15.01.2026,OF00000641,VENTO MARKA SÜET CIRTLI S1 AYAKKABI (ÜRETİM İŞÇİ AYAKKABISI),3.00,AD,"1,108.00","3,324.00",ASTEKNİK İŞ GÜVENLİĞİ SAN.TİC.LTD.ŞTİ.
000000000001501,15.01.2026,OF00000641,VENTO MARKA SÜET CIRTLI S1 AYAKKABI (ÜRETİM İŞÇİ AYAKKABISI),1.00,AD,"1,108.00","1,108.00",ASTEKNİK İŞ GÜVENLİĞİ SAN.TİC.LTD.ŞTİ.
000000000001501,15.01.2026,OF00000641,VENTO MARKA SÜET CIRTLI S1 AYAKKABI (ÜRETİM İŞÇİ AYAKKABISI),2.00,AD,985.00,"1,970.00",ASTEKNİK İŞ GÜVENLİĞİ SAN.TİC.LTD.ŞTİ.
000000000000221,22.01.2026,OF00000641,VENTO MARKA SÜET CIRTLI S1 AYAKKABI (ÜRETİM İŞÇİ AYAKKABISI),1.00,AD,"1,750.00","1,750.00",GÜLKANLAR İŞ GÜVENLİK MLZ.VE TEKS.SAN.DAH.TİC. LTD.ŞTİ.
