BELGE_NO,TARIH,STOK_KODU,STOK_ADI,MIKTAR,BİRİM,BR_FIYAT,TOPLAM_FIYAT,CARI_ISIM
000000000001297,29.01.2026,OF00000087,"30*60*1,5mm PROFİL AYAK İÇİNE GEÇME PLASTİK PAPUÇ SİYAH",50.00,AD,3.75,187.50,ADEM KOÇ PLASTİK TURZ.İNŞ.TEKS.GIDA İML.SAN.VE TİC.LTD.ŞTİ.
000000000001297,29.01.2026,OF00000836,30*30MM GEÇME PLASTİK PAPUÇ SİYAH RENK,50.00,AD,1.67,83.33,ADEM KOÇ PLASTİK TURZ.İNŞ.TEKS.GIDA İML.SAN.VE TİC.LTD.ŞTİ.
000000000001513,29.01.2026,OF00006439,12 VOLT COB LED GÜN IŞIĞI,15.00,MT,86.95,"1,304.28",SDS ANKARA YAPI VE REKLAM ÜRÜNLERİ SAN.VE TİC.LTD.ŞTİ.
000000000001513,29.01.2026,PRJ0000898,LED TRAFOSU 10 AMPER 12 VOLT,2.00,AD,278.25,556.49,SDS ANKARA YAPI VE REKLAM ÜRÜNLERİ SAN.VE TİC.LTD.ŞTİ.
000000000004771,29.01.2026,OF00000005,HAFELE MAXIFIX GÖVDE NİKELl KPL.SW6 Ø35mm 262.87.003 KAPLAMASIZ,750.00,AD,24.03,"18,023.33",HAFELE MOBİLYA VE İNŞAAT DONANIMLARI SAN.VE TİC.A.Ş.
000000000000019,30.01.2026,MHT0000012,MUHTELİF KROM KAPLAMA İŞÇİLİĞİ,11.00,AD,232.73,"2,560.00",KAPLAN METAL TEL ÜRÜNLERİ VE YÜZEY İŞLEMİ (ÜMÜT KAPLAN)
000000000001700,30.01.2026,OF00001280,(CUBİTRON 3M) DİSK ZIMPARA ÇAP 115 mm 36 KUM,200.00,AD,95.00,"19,000.00",KEMİPAZ KİMYEVİ VE END.İML.BOYA PAZ.LTD.ŞTİ.
000000000002350,30.01.2026,OF00000874,SAMET SMART SLİDE 40CM TAM ÇİFT AÇILIM FRENLİ ÇEKMECE RAYI - 127240234,30.00,TK,574.09,"17,222.84",SAMET KALIP MADENİ EŞYA SAN.TİC.A.Ş.
000000000016044,30.01.2026,HIZ,HİZMET KART,1.00,AD,350.00,350.00,TEMİZLİK 1 ENDÜSTRİYEL TEM. AMBALAJ MAD. İNŞ. VE TİC.LTD.ŞTİ.
000000000016044,30.01.2026,OF00000510,SIVI SABUN,120.00,KG,16.00,"1,920.00",TEMİZLİK 1 ENDÜSTRİYEL TEM. AMBALAJ MAD. İNŞ. VE TİC.LTD.ŞTİ.
000000000005107,31.01.2026,MHT0000009,MUHTELİF HIRDAVAT - MAT KROM KULP,24.00,AD,42.16,"1,011.74",HAFELE MOBİLYA VE İNŞAAT DONANIMLARI SAN.VE TİC.A.Ş.
000000000000943,14.01.2026,OF00000533,PATTEX BALİ (CONTACT YAPIŞTIRICI ),20.00,AD,952.60,"19,052.00",KUZEY TOPTAN HIRDAVAT YAPI KİMYA SAN.VE TİC.LTD.ŞTİ.
000000000000043,16.01.2026,7000002559,ÇİFT KİŞİLİK YATAK LATASI 200*200 CM,36.00,AD,50.00,"1,800.00",SUNSAL ORMAN ÜRÜNLERİ MOBİLYA SAN. VE TİC.LTD.ŞTİ.
000000000000043,16.01.2026,NZZ00000347,160cm YATAK LATASI,84.00,AD,50.00,"4,200.00",SUNSAL ORMAN ÜRÜNLERİ MOBİLYA SAN. VE TİC.LTD.ŞTİ.
000000000000154,23.01.2026,OF00000026,PLASTİK DÜBEL SARI ROKET 8mm,"10,000.00",AD,0.27,"2,700.00",VİPES VİDA PERÇİN MAK.İML.İTH.İHR.SAN. VE TİC.LTD.ŞTİ.
000000000000049,30.01.2026,OF00000590,PRES TUTKALI (COHEN 5120 PRO TACK D2 WOOD GLUE BEYAZ TUTKAL),450.00,KG,83.11,"37,398.67",RENES ENDÜSTRİYEL YAPIŞTIRICILAR VE KİMYEVİ ÜRÜ.SAN.TİC.LTD.ŞTİ.
