BELGE_NO,TARIH,STOK_KODU,STOK_ADI,MIKTAR,BİRİM,BR_FIYAT,TOPLAM_FIYAT,CARI_ISIM
000000000000005,12.01.2026,MHT0000014,MUHTELİF TOZ BOYA İŞÇİLİĞİ,8.00,AD,120.00,960.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000005,12.01.2026,MHT0000014,MUHTELİF TOZ BOYA İŞÇİLİĞİ,3.00,AD,200.00,600.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000005,12.01.2026,OF00002230,BOYAMA İŞİ REINA AYAK 22CM 9005 İNCE PÜTÜRLÜ,54.00,AD,20.00,"1,080.00",NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000005,12.01.2026,OF00002238,BOYAMA İŞİ ASTON MASA ÖN PERDE DEMİRİ 550*25MM 8MM SAC - ANTİK ESKİTME,90.00,AD,35.00,"3,150.00",NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000005,12.01.2026,OF00002239,BOYAMA İŞİ ASTON MASA AYAK METALİ 658*250H 8MM SAC - ANTİK ESKİTME RAL-1923,60.00,AD,60.00,"3,600.00",NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000005,12.01.2026,OF00002240,BOYAMA İŞİ ASTON ETAJER AYAK 1400*200H 8MM SAC - ANTİK ESKİTME,60.00,AD,120.00,"7,200.00",NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000005,12.01.2026,OF00002241,BOYAMA İŞİ ASTON KONSOL AYAK 396*250H 8MM SAC HAM - ANTİK ESKİTE RAL-1923,50.00,AD,50.00,"2,500.00",NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000005,12.01.2026,OF00002242,BOYAMA İŞİ ASTON SEHPA AYAK 426*150H 8MM SAC HAM - ANTİK ESKİTME RAL-1923,50.00,AD,60.00,"3,000.00",NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000005,12.01.2026,OF00002319,BOYAMA İŞİ GRAD SEHPA METALİ  BAKIR RENK (PULVER 09618.MC835),14.00,AD,250.00,"3,500.00",NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000005,12.01.2026,OF00002319,BOYAMA İŞİ GRAD SEHPA METALİ  BAKIR RENK (PULVER 09618.MC835),6.00,AD,250.00,"1,500.00",NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000005,12.01.2026,OF00002320,BOYAMA İŞİ GRAD ORTA SEHPA METALİ  BAKIR RENK (PULVER 09618.MC835),40.00,AD,250.00,"10,000.00",NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000005,12.01.2026,OF00002322,BOYAMA İŞİ GRAD KONSOL RAF METALİ SAĞ BAKIR RENK (PULVER 09618.MC835),30.00,AD,100.00,"3,000.00",NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000005,12.01.2026,OF00002333,BOYAMA İŞİ GATE MASA KAYIT 3010mm RAL 9005 SİYAH İNCE PÜTÜRLÜ,2.00,AD,100.00,200.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000005,12.01.2026,OF00006100,BOYAMA İŞİ GATE KÖŞE AYAK ALÜMİNYUM SİYAH RAL 9005 İNCE PÜTÜRLÜ,4.00,AD,50.00,200.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000005,12.01.2026,OF00006106,BOYAMA İŞİ GATE AYAK 50*20 PROFİL 580*432MM SİYAH RAL 9005 İNCE PÜTÜRLÜ,4.00,AD,65.00,260.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000011,12.01.2026,EV00005164,MUHTELİF KUMAŞ,18.00,MT,367.23,"6,610.09",DOKUMOD TEKSTİL LTD.ŞTİ.
000000000000061,12.01.2026,MHT0000009,MUHTELİF HIRDAVAT,1.00,AD,"1,600.00","1,600.00",ÖZ GÜVEN CİVATA HIRDAVAT MAKİNE SAN.TİC.LTD.ŞTİ.
000000000000061,12.01.2026,MHT0000009,MUHTELİF HIRDAVAT,10.00,AD,4.50,45.00,ÖZ GÜVEN CİVATA HIRDAVAT MAKİNE SAN.TİC.LTD.ŞTİ.
000000000000061,12.01.2026,MHT0000009,MUHTELİF HIRDAVAT,20.00,AD,0.50,10.00,ÖZ GÜVEN CİVATA HIRDAVAT MAKİNE SAN.TİC.LTD.ŞTİ.
000000000000061,12.01.2026,MHT0000009,MUHTELİF HIRDAVAT,10.00,AD,2.50,25.00,ÖZ GÜVEN CİVATA HIRDAVAT MAKİNE SAN.TİC.LTD.ŞTİ.
000000000000061,12.01.2026,MHT0000009,MUHTELİF HIRDAVAT,10.00,AD,125.00,"1,250.00",ÖZ GÜVEN CİVATA HIRDAVAT MAKİNE SAN.TİC.LTD.ŞTİ.
000000000000076,12.01.2026,OF00000288,YARASA MEKANİZMA SİNKRON,250.00,AD,858.60,"214,650.00",ALTIN BÜRO DAYANIKLI TÜK.MAL.SAN. VE TİC.LTD.ŞTİ.
000000000000406,12.01.2026,OF00000019,MIKNATISLI BAS AÇ BEYAZ (316.04.000),500.00,AD,14.90,"7,450.00",ANDA ANKARA DAĞITIM MOB.AKS.LTD.ŞTİ.
000000000001030,12.01.2026,OF00005035,GÜNDER FİLE AİR,1.00,MT,96.63,96.63,GÜNDER TEKSTİL SAN. VE TİC.LTD.ŞTİ.
000000000001030,12.01.2026,OF00005091,GÜNDER MADRAS,25.00,MT,262.63,"6,565.75",GÜNDER TEKSTİL SAN. VE TİC.LTD.ŞTİ.
000000000001160,12.01.2026,MHT0000008,MUHTELİF BOYA,2.00,KG,"10,284.00","20,568.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000001160,12.01.2026,MHT0000008,MUHTELİF BOYA,1.00,KG,325.00,325.00,YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000001160,12.01.2026,MHT0000008,MUHTELİF BOYA,2.00,KG,"4,140.00","8,280.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000001160,12.01.2026,MHT0000008,MUHTELİF BOYA,3.00,KG,350.00,"1,050.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000019,13.01.2026,EV00001046,RULO NAYLON 175 CM EN,420.50,KG,55.00,"23,127.50",BAŞKENT AY AMBALAJ PLASTİK ÜRETİM SAN.VE TİC.LTD.ŞTİ.
000000000000019,13.01.2026,EV00001109,RULO NAYLON 125*125cm,405.68,KG,62.50,"25,355.00",BAŞKENT AY AMBALAJ PLASTİK ÜRETİM SAN.VE TİC.LTD.ŞTİ.
000000000000044,13.01.2026,OF00000876,PANTOLON,2.00,AD,400.00,800.00,İRFAN ACUR-BARBES İŞ ELBİSELERİ
000000000000044,13.01.2026,OF00000876,PANTOLON,1.00,AD,400.00,400.00,İRFAN ACUR-BARBES İŞ ELBİSELERİ
000000000000044,13.01.2026,OF00001292,UZUN KOLLU SIFIR YAKA SWEET KIŞLIK XLARGE,5.00,AD,200.00,"1,000.00",İRFAN ACUR-BARBES İŞ ELBİSELERİ
000000000000044,13.01.2026,OF00001452,İŞ ELBİSESİ MONT KIŞLIK SOLENNE LOGOLU,2.00,AD,650.00,"1,300.00",İRFAN ACUR-BARBES İŞ ELBİSELERİ
000000000000044,13.01.2026,OF00001452,İŞ ELBİSESİ MONT KIŞLIK SOLENNE LOGOLU,1.00,AD,650.00,650.00,İRFAN ACUR-BARBES İŞ ELBİSELERİ
000000000000044,13.01.2026,OF00001452,İŞ ELBİSESİ MONT KIŞLIK SOLENNE LOGOLU,1.00,AD,650.00,650.00,İRFAN ACUR-BARBES İŞ ELBİSELERİ
000000000000044,13.01.2026,OF00001452,İŞ ELBİSESİ MONT KIŞLIK SOLENNE LOGOLU,3.00,AD,650.00,"1,950.00",İRFAN ACUR-BARBES İŞ ELBİSELERİ
000000000000044,13.01.2026,OF00001452,İŞ ELBİSESİ MONT KIŞLIK SOLENNE LOGOLU,1.00,AD,650.00,650.00,İRFAN ACUR-BARBES İŞ ELBİSELERİ
000000000000044,13.01.2026,OF00001452,İŞ ELBİSESİ MONT KIŞLIK SOLENNE LOGOLU,1.00,AD,650.00,650.00,İRFAN ACUR-BARBES İŞ ELBİSELERİ
000000000000044,13.01.2026,OF00004034,POLAR YELEK SOLENNE LOĞOLU,40.00,AD,580.00,"23,200.00",İRFAN ACUR-BARBES İŞ ELBİSELERİ
000000000000044,13.01.2026,OF00004034,POLAR YELEK SOLENNE LOĞOLU,40.00,AD,580.00,"23,200.00",İRFAN ACUR-BARBES İŞ ELBİSELERİ
000000000000048,13.01.2026,MHT0000009,MUHTELİF HIRDAVAT,2.00,AD,75.00,150.00,KIRAN BİLYACILIK TİC.VE SAN.LTD.ŞTİ.
000000000000050,13.01.2026,OF00006540,PRIME TOP FREZE BIÇAĞI İÇ Ø30 DIŞ Ø140 H:64 R32 Z4,1.00,AD,"11,850.00","11,850.00",ANTESAN ANKARA TESTERE SAN.İTH.İHR.LTD.ŞTİ.
000000000000053,13.01.2026,OF00000909,3*3 U KÖŞEBENT,"8,000.00",MT,4.18,"33,440.00",TERMO YALITIM MAKİNA VE ÜRÜN SAN.TİC.LTD.ŞTİ.
000000000000073,13.01.2026,OF00000830,SAPLI TEMİZLİK SÜPÜRGESİ,25.00,AD,280.00,"7,000.00",TEMİZLİK 1 ENDÜSTRİYEL TEM. AMBALAJ MAD. İNŞ. VE TİC.LTD.ŞTİ.
000000000000133,13.01.2026,OF00000744,30*1MM FIRÇA DESEN ALÜMİNYUM ROSE PVC,315.00,MT,37.85,"11,922.75",ARMADA ORMAN ÜRÜNLERİ VE HIRDAVAT SAN.TİC.LTD.ŞTİ.
000000000000328,13.01.2026,EV00000196,HAM MDF 2100*2800*18MM,15.00,AD,"1,279.73","19,196.02",ATEŞ GRUP ORMAN ÜRÜNLERİ TİC. VE SAN.A.Ş.
000000000000328,13.01.2026,OF00004027,HAM MDF 2100*2800*8MM,1.00,AD,758.01,758.01,ATEŞ GRUP ORMAN ÜRÜNLERİ TİC. VE SAN.A.Ş.
000000000000328,13.01.2026,OF00006194,HAM MDF 2100*2800*10MM,3.00,AD,867.08,"2,601.25",ATEŞ GRUP ORMAN ÜRÜNLERİ TİC. VE SAN.A.Ş.
000000000001301,13.01.2026,MHT0000009,MUHTELİF HIRDAVAT,240.00,AD,3.54,849.60,İNANPLAST ELEKTRİK MALZ. MOB. AKS. SAN. VE TİC.LTD.ŞTİ.
000000000000007,14.01.2026,MHT0000009,MUHTELİF HIRDAVAT,57.00,AD,130.00,"7,410.00",SULTAN TÜRKOĞLU-YENİ ÇAKIR YAY MAKİNA HIRDAVAT
000000000000106,14.01.2026,MHT0000011,MUHTELİF AYNA,36.00,AD,495.00,"17,820.00",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000169,14.01.2026,OF00006349,4mm NERVÜRLÜ KAPAK CAMI 1917*397mm,30.00,AD,"1,200.00","36,000.00",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000173,14.01.2026,OF00006237,4MM EXTRA CLEAR RAFI CAMI RODAJ+TEMPERLİ 511*287mm,38.00,AD,150.00,"5,700.00",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000173,14.01.2026,OF00006238,4mm BRONZ KAPAK CAMI RODAJ+TEMPERLİ 426*463mm,9.00,AD,112.43,"1,011.83",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000173,14.01.2026,OF00006287,10MM BRONZ CAM BİZOTE+RODAJLI Ø400MM (GRAD YAN SEHPA İÇİN),4.00,AD,430.00,"1,720.00",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000210,14.01.2026,MHT0000009,MUHTELİF HIRDAVAT,1.00,AD,950.00,950.00,MCF HİDROLİK PNÖMATİK HOR. MAK. YDK.PARÇA.İML.SAN.TİC.LTD.ŞTİ.
000000000000210,14.01.2026,MHT0000009,MUHTELİF HIRDAVAT,1.00,AD,450.00,450.00,MCF HİDROLİK PNÖMATİK HOR. MAK. YDK.PARÇA.İML.SAN.TİC.LTD.ŞTİ.
000000000000222,14.01.2026,OF00000706,KAPI ALTI FIRÇA METAL BOY 900mm KIL YÜKSEKLİĞİ 30mm TOPLAM YÜKSEKLİK 50mm,100.00,AD,100.00,"10,000.00",REFORM GRUP ALÜMİNYUM PVC YAPI SAN. VE DIŞ.TİC.LTD.ŞTİ.
000000000000224,14.01.2026,MHT0000009,MUHTELİF HIRDAVAT,1.00,AD,325.00,325.00,REFORM GRUP ALÜMİNYUM PVC YAPI SAN. VE DIŞ.TİC.LTD.ŞTİ.
000000000000373,14.01.2026,MKN00000005,FAB.GENEL MAKİNA BAKIM SARF MAL.(ŞERİT TESTERE GENEL BAKIM),1.00,AD,"6,500.00","6,500.00",TEZCAN ELEKTRİK BOBİNAJ İÇ VE DIŞ TİC.LTD.ŞTİ.
000000000000636,14.01.2026,OF00006303,2000*3000*4mm BRONZ PLEKSİ (AKPOLİMER 2220),10.00,AD,"5,687.50","56,875.00",ROTEKSMAT REKLAM TEKS.ÜRÜN.TİC.LTD.ŞTİ.
000000000000636,14.01.2026,OF00006303,2000*3000*4mm BRONZ PLEKSİ (AKPOLİMER 2220),10.00,AD,"5,687.50","56,875.00",ROTEKSMAT REKLAM TEKS.ÜRÜN.TİC.LTD.ŞTİ.
000000000000648,14.01.2026,OF00001425,LED ŞERİT 3 CHİPLİ İÇ MEKAN GÜN IŞIĞI 12 VOLT SİLİKONSUZ KENDİNDEN YAPIŞKANLI,100.00,MT,54.89,"5,488.80",SDS ANKARA YAPI VE REKLAM ÜRÜNLERİ SAN.VE TİC.LTD.ŞTİ.
000000000000943,14.01.2026,OF00000533,PATTEX BALİ (CONTACT YAPIŞTIRICI ),20.00,AD,952.60,"19,052.00",KUZEY TOPTAN HIRDAVAT YAPI KİMYA SAN.VE TİC.LTD.ŞTİ.
000000000001094,14.01.2026,OF00005015,AŞANTEKS ZEUGMA,38.00,MT,318.69,"12,110.25",AŞANTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
000000000001094,14.01.2026,OF00005027,AŞANTEKS VENEDİK,3.00,MT,140.68,422.05,AŞANTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
000000000001107,14.01.2026,EV00005172,AŞANTEKS İNKA,7.50,MT,141.47,"1,061.04",AŞANTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
000000000001288,14.01.2026,OF00005065,GÜNDER GÖKTUĞ,5.50,MT,219.30,"1,206.15",GÜNDER TEKSTİL SAN. VE TİC.LTD.ŞTİ.
000000000001288,14.01.2026,OF00005065,GÜNDER GÖKTUĞ,22.50,MT,219.30,"4,934.25",GÜNDER TEKSTİL SAN. VE TİC.LTD.ŞTİ.
000000000001296,14.01.2026,PRJ0000679,SAMET 90 DERECE KISA MENTEŞE + TABANI,200.00,AD,31.94,"6,387.67",ORJİNAL TORNA MOB.AKS.İNŞ.PAZ.SAN. VE TİC.LTD.ŞTİ.
000000000000014,15.01.2026,MHT0000022,MUHTELİF BOYAHANE SARF MALZEME,2.00,AD,"16,353.00","32,706.00",SEMA COŞKUN-COŞKUN BOYA MAKİNE
000000000000014,15.01.2026,MHT0000022,MUHTELİF BOYAHANE SARF MALZEME,2.00,AD,"3,750.00","7,500.00",SEMA COŞKUN-COŞKUN BOYA MAKİNE
000000000000014,15.01.2026,MHT0000022,MUHTELİF BOYAHANE SARF MALZEME,3.00,AD,"3,450.00","10,350.00",SEMA COŞKUN-COŞKUN BOYA MAKİNE
000000000000014,15.01.2026,MHT0000022,MUHTELİF BOYAHANE SARF MALZEME,3.00,AD,645.00,"1,935.00",SEMA COŞKUN-COŞKUN BOYA MAKİNE
000000000000014,15.01.2026,MHT0000022,MUHTELİF BOYAHANE SARF MALZEME,1.00,AD,"3,540.00","3,540.00",SEMA COŞKUN-COŞKUN BOYA MAKİNE
000000000000014,15.01.2026,MHT0000022,MUHTELİF BOYAHANE SARF MALZEME,1.00,AD,"6,785.00","6,785.00",SEMA COŞKUN-COŞKUN BOYA MAKİNE
000000000000014,15.01.2026,MHT0000022,MUHTELİF BOYAHANE SARF MALZEME,3.00,AD,"4,500.00","13,500.00",SEMA COŞKUN-COŞKUN BOYA MAKİNE
000000000000079,15.01.2026,OF00006547,CNC LİNEER DAR ARABA (HGH 25 CA BGR)KODLU,4.00,AD,410.00,"1,640.00",GÜRBÜZ RULMAN TİC.LTD.ŞTİ.
000000000000197,15.01.2026,MHT0000010,MUHTELİF CAM,3.00,AD,"1,150.00","3,450.00",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000197,15.01.2026,MHT0000010,MUHTELİF CAM,1.00,AD,105.00,105.00,KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000197,15.01.2026,MHT0000010,MUHTELİF CAM,10.00,AD,50.00,500.00,KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000197,15.01.2026,PRJ0001713,1803*503*4MM RODAJLI BRONZ AYNA,1.00,AD,590.00,590.00,KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000197,15.01.2026,PRJ0001798,1945*1434*4 MM RODAJLI BASKILI CAM,1.00,AD,"4,700.00","4,700.00",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000197,15.01.2026,PRJ0001819,1198*1238*4MM RODAJLI DÜZ AYNA,23.00,AD,965.00,"22,195.00",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000197,15.01.2026,PRJ0001820,1198*1163*4MM RODAJLI DÜZ AYNA,25.00,AD,905.00,"22,625.00",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000001267,15.01.2026,MKN00000007,FAB.GENEL MAKİNA BAKIM SARF MAL.(ARGON-AZOT-KARIŞIM-OKSİJEN GAZ),1.00,AD,"2,799.50","2,799.50",VAŞAK GAZ MAKİNA VE HIRDAVAT SAN.TİC.LTD.ŞTİ.
000000000001501,15.01.2026,OF00000641,VENTO MARKA SÜET CIRTLI S1 AYAKKABI (ÜRETİM İŞÇİ AYAKKABISI),5.00,AD,"1,108.00","5,540.00",ASTEKNİK İŞ GÜVENLİĞİ SAN.TİC.LTD.ŞTİ.
000000000001501,15.01.2026,OF00000641,VENTO MARKA SÜET CIRTLI S1 AYAKKABI (ÜRETİM İŞÇİ AYAKKABISI),3.00,AD,"1,108.00","3,324.00",ASTEKNİK İŞ GÜVENLİĞİ SAN.TİC.LTD.ŞTİ.
000000000001501,15.01.2026,OF00000641,VENTO MARKA SÜET CIRTLI S1 AYAKKABI (ÜRETİM İŞÇİ AYAKKABISI),1.00,AD,"1,108.00","1,108.00",ASTEKNİK İŞ GÜVENLİĞİ SAN.TİC.LTD.ŞTİ.
000000000001501,15.01.2026,OF00000641,VENTO MARKA SÜET CIRTLI S1 AYAKKABI (ÜRETİM İŞÇİ AYAKKABISI),2.00,AD,985.00,"1,970.00",ASTEKNİK İŞ GÜVENLİĞİ SAN.TİC.LTD.ŞTİ.
000000000001527,15.01.2026,OF00000180,ÇELİK MACUN,12.00,AD,166.67,"2,000.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000001527,15.01.2026,OF00000375,SENTETİK TİNER,6.00,TNK,948.80,"5,692.80",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000001527,15.01.2026,OF00000556,KOYU CEVİZ COLOR,4.00,KG,"6,600.00","26,400.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000001527,15.01.2026,OF00000618,CİLA BEZİ,800.00,MT,3.50,"2,800.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000001527,15.01.2026,OF00000733,"POLYESTER ASTAR BEYAZ RENK TAKIM (10KG+0,5KG HIZ.+0,5 KG SERT.)",8.00,TK,"2,089.80","16,718.39",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000001527,15.01.2026,OF00000776,FİLLİ POLİÜRETAN MAT RASA CAPPUCİNO,60.00,KG,381.60,"22,895.83",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000001527,15.01.2026,OF00000819,MDF ASTAR BEYAZ TK.,10.00,TK,"2,520.00","25,200.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000001527,15.01.2026,OF00000863,AKRİLİK METALİK BAKIR RENGİ BOYA 12KG,4.00,TNK,"2,760.00","11,040.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000001527,15.01.2026,OF00001450,FİLLİ BEYAZ FON ASTAR TAKIM (12KG+3KG SERT),6.00,TK,"1,995.00","11,970.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000001527,15.01.2026,OF00001458,RAL 9001 BOYA POLİÜRETAN MAT,6.00,KG,"4,140.00","24,840.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000001527,15.01.2026,OF00006279,FİLLİ KAHVERENGİ RAL 7006 MAT BOYA TAKIM (12KG+6KG SERT.),4.00,TK,"5,400.00","21,600.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000003,16.01.2026,OF00000254,CARBON KOLTUK KOLU SAĞ SOL TAKIM ÜST PLASTİKLER DAHİL (KASALAR KALIP),140.00,TK,950.00,"133,000.00",KASALAR KALIP MOB.OTOM.İNŞ.SAN.VE TİC.LTD.ŞTİ.
000000000000005,16.01.2026,OF00000833,FUNGOS TOPLANTI MASASI FİBER DÖKÜM,10.00,AD,"18,000.00","180,000.00",ECHONOM SANATSAL DEKORASYON KOMPOZİT AKSESUAR İTH.İHR.SAN.VE TİC.LTD.ŞTİ.
000000000000043,16.01.2026,7000002559,ÇİFT KİŞİLİK YATAK LATASI 200*200 CM,36.00,AD,50.00,"1,800.00",SUNSAL ORMAN ÜRÜNLERİ MOBİLYA SAN. VE TİC.LTD.ŞTİ.
000000000000043,16.01.2026,NZZ00000347,160cm YATAK LATASI,84.00,AD,50.00,"4,200.00",SUNSAL ORMAN ÜRÜNLERİ MOBİLYA SAN. VE TİC.LTD.ŞTİ.
000000000000304,16.01.2026,OF00000637,D30 REFLEX SÜNGER 14LÜK 120*240,20.00,AD,"1,290.64","25,812.86",YAVUZ SÜNGER A.Ş.
000000000000304,16.01.2026,OF00000910,D30 REFLEX SÜNGER 12LİK 120*240,20.00,AD,"1,106.27","22,125.31",YAVUZ SÜNGER A.Ş.
000000000000304,16.01.2026,OF00000948,D30 REFLEX SÜNGER 10LUK 120*240,10.00,AD,921.89,"9,218.88",YAVUZ SÜNGER A.Ş.
000000000001096,16.01.2026,EV00005172,AŞANTEKS İNKA,7.50,MT,141.47,"1,061.04",AŞANTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
000000000001901,16.01.2026,OF00005027,AŞANTEKS VENEDİK,17.00,MT,140.81,"2,393.72",AŞANTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
000000000001901,16.01.2026,OF00005047,AŞANTEKS VIVA,19.00,MT,213.04,"4,047.74",AŞANTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
000000000000001,17.01.2026,OF00006317,GRAD ALÜMİNYUM KAPAK SİYAH İNCE PÜTÜRLÜ BOYALI (1924*404mm),30.00,AD,788.04,"23,641.20",BEKİR ALPTEKİN
000000000000033,17.01.2026,MHT0000008,MUHTELİF BOYA,12.00,KG,345.00,"4,140.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000001156,17.01.2026,MKN00000007,FAB.GENEL MAKİNA BAKIM SARF MAL.(ARGON-AZOT-KARIŞIM-OKSİJEN GAZ),1.00,AD,"1,800.00","1,800.00",VAŞAK GAZ MAKİNA VE HIRDAVAT SAN.TİC.LTD.ŞTİ.
000000000001463,17.01.2026,MKN00000007,FAB.GENEL MAKİNA BAKIM SARF MAL.(ARGON-AZOT-KARIŞIM-OKSİJEN GAZ),1.00,AD,"8,649.85","8,649.85",VAŞAK GAZ MAKİNA VE HIRDAVAT SAN.TİC.LTD.ŞTİ.
000000000000006,19.01.2026,4104000149,RIVER SEHPA 90 A.CEVİZ AHŞAP-AKRİLİK,1.00,AD,"18,000.00","18,000.00",EKSEN CNC AHŞAP TASARIM MOB.SAN.TİC.LTD.ŞTİ.
000000000000006,19.01.2026,4105000133,RIVER TOPLANTI MASASI 270 A.CEVİZ AHŞAP-AKRİLİK,1.00,AD,"146,000.00","146,000.00",EKSEN CNC AHŞAP TASARIM MOB.SAN.TİC.LTD.ŞTİ.
000000000000058,19.01.2026,MHT0000030,MUHTELİF BİLEME İŞİ,1.00,AD,"4,009.98","4,009.98",ANTESAN ANKARA TESTERE SAN.İTH.İHR.LTD.ŞTİ.
000000000000059,19.01.2026,MHT0000030,MUHTELİF BİLEME İŞİ,1.00,AD,"5,900.00","5,900.00",ANTESAN ANKARA TESTERE SAN.İTH.İHR.LTD.ŞTİ.
000000000000222,19.01.2026,MHT0000009,MUHTELİF HIRDAVAT,1.00,AD,"1,248.36","1,248.36",MECTES HIRDAVAT MAKİNA SAN.VE TİC.LTD.ŞTİ.
000000000000323,19.01.2026,OF00000949,D22 GRİ 4.5 LUK 120*240 SÜNGER,66.00,AD,326.85,"21,572.10",YAVUZ SÜNGER A.Ş.
000000000000323,19.01.2026,OF00000950,D22 GRİ 2.5LUK 120*240 SÜNGER,68.00,AD,181.58,"12,347.44",YAVUZ SÜNGER A.Ş.
000000000000323,19.01.2026,OF00000951,D22 GRİ 1.5LİK 120*240 SÜNGER,102.00,AD,108.95,"11,112.90",YAVUZ SÜNGER A.Ş.
000000000000356,19.01.2026,OF00001457,90gr ELYAF,30.00,TOP,945.75,"28,372.50",YAVUZ SÜNGER A.Ş.
000000000000728,19.01.2026,OF00001459,"30*30*1,5 MM İÇ  GEÇME PLASTİK PAPUÇ SİYAH RENK",100.00,AD,1.50,150.00,ADEM KOÇ PLASTİK TURZ.İNŞ.TEKS.GIDA İML.SAN.VE TİC.LTD.ŞTİ.
000000000001473,19.01.2026,OF00005015,AŞANTEKS ZEUGMA,57.00,MT,317.29,"18,085.50",AŞANTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
000000000001671,19.01.2026,HIZ,"ÇAP 76.1,5MM DKP PROFİL",6.00,BOY,88.29,529.76,YAKUP YILMAZ BORU PROFİL YAPI MALZEMELERİ İNŞAAT MAKİNA DIŞ TİCARET SANAYİ VE TİCARET AŞ.
