BELGE_NO,TARIH,STOK_KODU,STOK_ADI,MIKTAR,BR_FIYAT,TOPLAM_FIYAT,CARI_ISIM
000000000000078,05.02.2026,OF00001414,SİRCA RAL 6021 YEŞİL METALİK ENDÜSTRİYEL BOYA,1.00,"5,809.00","5,809.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000096,11.02.2026,OF00000613,MAT SİYAH POLÜRETAN BOYA+SERTLEŞTİRİCİSİ (TAKIM),6.00,"4,050.00","24,300.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000096,11.02.2026,OF00000616,POLİÜRETAN ASTAR BEYAZ + POLİÜRETAN ASTAR SERTLEŞTİRİCİSİ İLE BİRLİKTE (TAKIM),20.00,"2,520.00","50,400.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000096,11.02.2026,OF00000666,PU PARLAK VERNİK,4.00,"12,480.00","49,920.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000168,17.02.2026,OF00000562,"MEGUARS 105 PASTA 3,75 LT",6.00,"6,200.00","37,200.00",GÜÇLÜ İŞLETMECİLİK OTOM.İÇ VE DIŞ TİC.LTD.ŞTİ.
000000000001108,17.02.2026,OF00000372,POLYESTER DOLGU VERNİĞİ,10.00,"1,986.40","19,864.01",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000001108,17.02.2026,OF00000374,SELÜLOZİK TİNER 14KG,60.00,"1,208.33","72,500.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000001108,17.02.2026,OF00000618,CİLA BEZİ,10.00,700.00,"7,000.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000001108,17.02.2026,OF00000944,9003 MAT BEYAZ POLÜRETAN BOYA TAKIM (12KG+6KG SERTLEŞTİRİCİ),10.00,"4,554.00","45,540.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000001108,17.02.2026,OF00001450,FİLLİ BEYAZ FON ASTAR TAKIM (12KG+3KG SERT),10.00,"1,995.00","19,950.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000120,20.02.2026,MHT0000008,MUHTELİF BOYA,1.00,"9,408.99","9,408.99",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000120,20.02.2026,OF00001450,FİLLİ BEYAZ FON ASTAR TAKIM (12KG+3KG SERT),10.00,"1,995.00","19,950.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000120,20.02.2026,OF00002335,POLİÜRETAN TİNER,20.00,"1,418.28","28,365.67",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000004697,20.02.2026,MHT0000022,MUHTELİF BOYAHANE SARF MALZEME,1.00,"4,659.39","4,659.39",SAVAŞ BOYA SAN. VE TİC.LTD.ŞTİ.
000000000004697,20.02.2026,MHT0000022,MUHTELİF BOYAHANE SARF MALZEME,1.00,"2,965.07","2,965.07",SAVAŞ BOYA SAN. VE TİC.LTD.ŞTİ.
000000000004697,20.02.2026,MHT0000022,MUHTELİF BOYAHANE SARF MALZEME,1.00,"7,140.36","7,140.36",SAVAŞ BOYA SAN. VE TİC.LTD.ŞTİ.
000000000000127,24.02.2026,OF00000094,SAİL TOWER ZEMİN RENGİ,4.00,"2,400.00","9,600.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000127,24.02.2026,OF00000374,SELÜLOZİK TİNER 14KG,60.00,"1,208.33","72,500.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000127,24.02.2026,OF00000819,MDF ASTAR BEYAZ TK.,30.00,"2,520.00","75,600.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000127,24.02.2026,OF00000866,RULO SARI ZIMPARA 180LİK,6.00,916.67,"5,500.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000127,24.02.2026,OF00000966,RULO SARI ZIMPARA 220 LİK,6.00,916.67,"5,500.02",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000656,11.02.2026,MHT0000008,MUHTELİF BOYA - ÖZEL GRİ BOYA,2.00,920.37,"1,840.74",HASAN GÜMÜŞ BOYA HIRDAVAT TİC.LTD.ŞTİ.
